PON_DESTINO,ZTE_ONU_ID,SN,PPPoE_USER,ONT_MODEL,ONT_MODE
0/1/5,27,TPLGB535173E,ealtamirano,TX-6610,BRIDGE
0/1/5,32,TPLGB5DFFE15,ngquinones,TX-6610,BRIDGE
0/1/5,46,HWTCAF794EB1,pcrognale,EG8021V5,BRIDGE
0/1/5,50,HWTC458F1DB2,cvbarriales1,EG8021V5,BRIDGE
0/1/5,56,HWTCAF6C46B1,mesalcedo,EG8021V5,BRIDGE
0/1/5,61,HWTC87F1B8B4,megonini,EG8021V5,BRIDGE
0/1/6,3,HWTC87E7B0B4,cialtamirano,EG8021V5,BRIDGE
0/1/6,10,HWTCAF7212B1,ldarguello,EG8021V5,BRIDGE
0/1/6,14,HWTC87E8EAB4,lcochoa,EG8021V5,BRIDGE
0/1/7,46,HWTCAF6E99B1,nbcuello,EG8021V5,BRIDGE
0/1/7,47,HWTCDACD83B1,gebazan,EG8021V5,BRIDGE
0/1/7,58,HWTC87F419B4,vfcasas,EG8021V5,BRIDGE
0/1/8,31,HWTCA3A3E2B1,lasanchez,EG8021V5,BRIDGE
0/1/8,39,HWTC87EF64B4,lspereyra,EG8021V5,BRIDGE
0/1/9,5,TPLG8BDDDC01,gromero6,TX-6610,BRIDGE
0/1/9,31,TPLGB535172E,amfunes,TX-6610,BRIDGE
0/1/9,33,HWTC87F007B4,aaaltamirano,EG8021V5,BRIDGE
0/1/10,6,HWTCA3A820B1,adbustos,EG8021V5,BRIDGE
0/1/10,10,HWTC87EB96B4,jdtrivelli,EG8021V5,BRIDGE
0/1/11,45,HWTCAF5C98B1,mtligorria,EG8021V5,BRIDGE
0/1/12,3,TPLG8BDDDDB7,mlortiz2,TX-6610,BRIDGE
0/1/12,17,HWTC87F30EB4,cgheredia,EG8021V5,BRIDGE
0/1/12,35,HWTCDCB490B1,ippereyra,EG8021V5,BRIDGE
0/1/12,40,TPLG8BDDE51F,rjvillar,TX-6610,BRIDGE
0/1/13,1,HWTCA3A83FB1,mezapata1,EG8021V5,BRIDGE
0/1/13,12,TPLG8BDDE815,aasalguero,TX-6610,BRIDGE
0/1/14,5,HWTC87F281B4,dmvillegas1,EG8021V5,BRIDGE
0/1/14,10,HWTCDAD525B1,gaaltamirano,EG8021V5,BRIDGE
0/1/14,13,HWTCDAC756B1,ysmontoya,EG8021V5,BRIDGE
0/1/14,17,HWTCDADC6BB1,rlmolina,EG8021V5,BRIDGE
0/1/14,18,TPLGE31A9BB5,rnmrojas,TX-6610,BRIDGE
0/1/14,19,HWTC87F167B4,rmsacuna,EG8021V5,BRIDGE
0/1/14,23,HWTC87EAE4B4,iscasana,EG8021V5,BRIDGE
0/1/14,28,HWTCA3A31EB1,khgaray,EG8021V5,BRIDGE
0/1/15,7,HWTC87F279B4,niquiroga,EG8021V5,BRIDGE
0/1/15,18,TPLG8BDDE9B1,crlescano,TX-6610,BRIDGE
0/1/15,25,HWTC4587CBB2,nsoria1,EG8021V5,BRIDGE
0/1/15,26,HWTCA3A5E0B1,mepereyra2,EG8021V5,BRIDGE
